CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
13.761.896/0001-73,J.b Silva Filho Transportes Ltda,J.b Transportes,Jose Vallim de Mello,1542,,Jardim Bento de Assis Valim,Uberaba,MG,38037-853,filialuberaba@jbstransportes.com.br,(34) 3312-2127,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",07/06/2011,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 300000,00",
36.177.249/0001-14,Drivee Intermediacao de Negocios Ltda,,Luiz Seraphico Junior,755,Apt 223 Bloco A,Jardim Caravelas,São Paulo,SP,04729-080,leandro@drivee.com.br,(11) 99900-1500,Serviços Empresariais,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",29/01/2020,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
76.550.482/0001-15,Cooperativa de Laticinios Curitiba Limitada,,R Colombo,1975,Sala 1,Centro,São José dos Pinhais,PR,83005-400,ivete@clac.coop.br,(41) 3035-5850,Fábricas e Indústrias,Fabricação de laticínios,09/11/1970,Demais,Não optante,Cooperativa,,
19.157.709/0001-23,K R Negocios Imobiliarios Ltda,Plano A Negocios Imobiliarios,Professor Eusebio Bastiani,200,,Dom Feliciano,Gravatai,RS,94015-070,contato@planoaimoveis.com.br,(51) 3047-4757,Imobiliárias,Corretagem no aluguel de imóveis,29/10/2013,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
33.643.857/0001-89,"Conceituar Services Promotora e Gestora em Recursos Humanos, Departamento Pessoal e Apoio Administrativo e Financeiro Ltda.",,Luis Stamatis,362,Sala 92,Vila Constanca,São Paulo,SP,02260-000,contato@conceituarservices.com.br,(11) 2242-2293,Serviços Empresariais,Serviços combinados de escritório e apoio administrativo,16/05/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
35.741.301/0001-50,Laer Rj Engenharia Ltda,Laer Rj Engenharia Ltda.,Jardim Botanico,00568,Sal 0502,Jardim Botanico,Rio de Janeiro,RJ,22461-002,diretores@laer.com.br,(21) 2529-7000,Engenharia,Serviços de engenharia,09/12/2019,Demais,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
03.936.258/0001-92,Gesaworld do Brasil - Consultoria em Sistemas e Gestao de Saude Ltda.,,Av Paulista 1499,1499,Conj 704,Bela Vista,São Paulo,SP,01311-928,info@gesaworld.com,(11) 3129-9736,Medicina e Saúde,Outras atividades de atenção à saúde humana ,18/07/2000,Demais,Não optante,Sociedade Empresária Limitada,"R$ 650000,00",
28.346.370/0001-02,Zukkin Brasil Inteligencia de Mercado Ltda,Zukkin,Ana Costa,484,Conj 913,Gonzaga,Santos,SP,11060-002,ricardo@zukkin.com,(13) 3326-3007,Serviços Empresariais,Pesquisas de mercado e de opinião pública,04/08/2017,Demais,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
04.799.216/0001-10,Artos Assessoria e Corretagem de Seguros Ltda.,,R Jaguarundi,307,Sala 2,Cidade A. E.carvalho,São Paulo,SP,08223-040,suporte@artosseguros.com.br,(11) 2047-0003,Serviços Financeiros,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",10/12/2001,Demais,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
11.050.244/0001-03,Mt Log Transportes Ltda.,Mt Log,R Felix Guilhem,1046,Andar 1,Lapa,São Paulo,SP,05069-000,adm@mtlogbrasil.com.br,,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",29/07/2009,Demais,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
07.423.157/0001-79,Full Track Pneus Ltda,Pneus Igarata,R Simone Aparecida de Souza Prianti,201,Nt,Centro,Igaratá,SP,12350-000,sac@fulltrack.com.br,,Fábricas e Indústrias,Reforma de pneumáticos usados,03/06/2005,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 58500,00",
05.467.454/0001-90,Cellab Laboratorio de Analises Clinicas Ltda,Cellab,R Belo Horizonte,84,,Centro,Embú das Artes,SP,06803-440,laboratorio@cellab.com.br,(11) 4704-4552,Medicina e Saúde,Laboratórios clínicos,07/01/2003,Micro empresa,Não optante,Sociedade Simples Limitada,"R$ 10000,00",
04.931.672/0001-71,Acting Solutions Consultoria Ltda,,Av das Americas,3500,Bloco 07 Conj 517 Conj 518,Barra da Tijuca,Rio de Janeiro,RJ,22640-102,actingsp@acting.com.br,(21) 3388-5505,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",21/02/2002,Demais,Não optante,Sociedade Simples Limitada,"R$ 1000000,00",11-50
88.738.554/0001-31,Moreleh Industria e Comercio de Metais Eireli,,R Comendador Tavares,58,,Navegantes,Porto Alegre,RS,90230-020,financeiro@moreleh.com.br,,Fábricas e Indústrias,Fabricação de bijuterias e artefatos semelhantes,25/07/1983,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,
13.195.894/0001-64,Crv Servicos de Soldas em Ferramentas Ltda,,Drausio,151,,Pauliceia,São Bernardo do Campo,SP,09684-000,crvsoldas@crvsoldas.com.br,(11) 4173-1588,Fábricas e Indústrias,Manutenção e reparação de outras máquinas e equipamentos para usos industriais ,18/01/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 12000,00",
29.341.870/0001-06,Eco Bandiera Ambiental Comercio de Sucatas - Eireli,E.b.a Gestao Ambiental,Centenario do Sul,149,,Cidade Parque Sao Luiz,Guarulhos,SP,07171-040,contato@ebagestaoambiental.com.br,(11) 4304-4472,Papel,"Comércio atacadista de resíduos e sucatas não metálicos, exceto de papel e papelão",02/01/2018,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
22.806.417/0001-89,Docsim It Solutions Eireli,Docsim It Solutions,Belem,1328,Sala 1,Centro,Catanduva,SP,15801-240,luciano@docsim.com.br,(11) 99648-9372,Eletro-eletrônica,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",07/07/2015,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 104500,00",
05.061.786/0001-70,Suzumax Motos Eireli,Suzumax Motos,Barao do Rio Branco,1043,Loja,Centro,Juiz de Fora,MG,36035-000,suzumax@suzumax.com.br,(32) 3239-9999,Veículos e Auto Peças,Comércio a varejo de motocicletas e motonetas novas,17/05/2002,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 300000,00",
76.599.778/0001-20,Valbez Ind e Com de Artefatos de Cimento Ltda,,Rod da Uva Km 05,3720,,Jd. Arapongas,Colombo,PR,83402-000,registro@valbez.com.br,(41) 3621-1000,Materiais de Construção,Fabricação de artefatos de cimento para uso na construção,27/08/1973,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 16000,00",
05.347.812/0001-21,Joly Trajes A Rigor - Locacao de Roupas Ltda,,R Doutor Luiz Ayres,1.758,,Pq. Artur Alvim,São Paulo,SP,03568-000,contato@bellaangela.com.br,,Serviços Empresariais,"Aluguel de objetos do vestuário, jóias e acessórios",18/06/2002,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
52.722.444/0001-34,Hotel Fita Azul Ltda,,Av Forca Exped.brasileira,98,,Centro,Ilhabela,SP,11630-000,fitaazul@fitaazul.com.br,(12) 3896-2023,Viagem e Turismo,Hotéis,13/07/1983,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 500000,00",
04.416.714/0001-36,Braespor Hoteis e Turismo Ltda,Fantasy Motel,Av Jorge Amado,413,Porta 7.213,Boca do Rio,Salvador,BA,41720-040,atendimento@motelfantasy.com.br,(71) 3371-1113,"Hotéis, Motéis e Alojamentos",Motéis,23/03/2001,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 1500000,00",
71.922.686/0001-16,Park Comercio de Brindes Ltda,,Av Elisio Teixeira Leite,2909,Terreo,Morro Grande,São Paulo,SP,02801-000,douglas@parkbrindes.com.br,(11) 3971-6216,Varejo,Comércio varejista de artigos de óptica,27/08/1993,Micro empresa,Excluído,Sociedade Empresária Limitada,,
10.302.869/0001-44,Qualinova Industria e Comercio de Bebidas Ltda,,R Matheus Pereira Carvalho,832,,Estancia Pinhais,Pinhais,PR,83323-220,alisson@qualinova.com.br,(41) 3665-7660,Fábricas e Indústrias,"Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados",18/08/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",5
25.315.904/0001-37,Sociedade Sul Mineira de Radiodifusao Fm Ltda,Nativa Fm,Av Hermenegildo Donatti,199,,,Andradas,MG,37795-000,nativafm@nativapocos.com.br,(35) 3731-1301,Mídia e Entretenimento,Atividades de rádio,15/07/1988,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
00.529.964/0001-21,Vz Brasil Eventos Ltda,,Av das Americas,7607,Sala 303,Barra da Tijuca,Rio de Janeiro,RJ,22793-081,thiago@caseeventos.com.br,,Serviços Empresariais,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",03/04/1995,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 200000,00",
29.562.364/0001-47,Cooltivar Servicos Eireli,,Vilaboim,111,,Higienopolis,São Paulo,SP,01241-010,denis@cooltivar.com.br,(11) 2184-0952,Varejo,Restaurantes e similares,30/01/2018,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 3056300,00",
10.293.417/0001-43,Garcia Landeiro Carvalho Moraes Advogados Associados,,Av Tancredo Neves,1189,Edif Guimaraes Trade Sala 702,Caminho das Arvores,Salvador,BA,41820-021,contato@glcm.com.br,(71) 3414-9255,Serviços Empresariais,Serviços advocatícios,24/07/2008,Micro empresa,Não optante,Sociedade Simples Pura,"R$ 4250,00",
93.931.848/0001-15,Micro Mecanica Cachoeirinha Ltda,Micromec,Av Frederico Augusto Ritter,7501,,Distrito Industrial,Cachoeirinha,RS,94930-000,cintia@micromec.ind.br,,Veículos e Auto Peças,Fabricação de outras peças e acessórios para veículos automotores ,09/04/1991,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,,
12.514.926/0001-84,Blue Rock Participacoes Ltda,,Av Guapore,55/402,,Petropolis,Porto Alegre,RS,90470-230,relacionamento@simplez.com.br,(11) 4063-0530,Economia e Finanças,Holdings de instituições não-financeiras,13/09/2010,Demais,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",0 - 25
08.385.621/0001-42,Catelani Sistemas e Telefonia Ip do Brasil Eireli,,R Jorge Tibirica,3949,,Vila Santa Cruz,São José do Rio Preto,SP,15014-040,rose.financeiro@catelani.com.br,(17) 99718-8311,Telecomunicações,Provedores de acesso às redes de comunicações,10/10/2006,Demais,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 65000,00",
10.616.908/0001-88,Onza Industria de Confeccoes Ltda,Onza,Ranulfo Prata,139,,Centro,Lagarto,SE,49400-000,financeiro@onza.com.br,(79) 3631-2800,Moda e Indústria Têxtil,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida",27/01/2009,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 20000,00",
14.282.041/0001-22,Mededelin Comunicacao Integrada Ltda,,R Leandro Dupre,102,,Vila Clementino,São Paulo,SP,04025-012,andrea@mededeling.com.br,,Informática,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",14/06/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
34.025.684/0001-06,Escola Dinamica do Ensino Moderno - Edem,Edem,R Gago Coutinho,14,,Laranjeiras,Rio de Janeiro,RJ,22221-070,comunica@edem.g12.br,(21) 3235-8080,Educação,Ensino médio,22/01/1970,Demais,Não optante,Sociedade Simples Limitada,,
34.051.985/0001-04,Diogo Perdigao Producoes Artisticas Eireli,Dp Sound Producoes Artisticas,Carlos de Vasconcelos,00092,Apt 502 Dpl,Tijuca,Rio de Janeiro,RJ,20521-050,contato@diogoperdigao.com,(21) 99967-4700,Eventos,Produção de espetáculos de dança,27/06/2019,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
03.189.580/0001-03,Demop Participacoes Ltda,,R Joao Cachoeira,571,Andar: 2; Sala: 218;,Vila Nova Conceicao,São Paulo,SP,04535-011,recrutamento@demop.com.br,,Construção Civil,Outras obras de engenharia civil ,28/05/1999,Demais,Não optante,Sociedade Empresária Limitada,"R$ 30850000,00",
71.819.304/0001-23,Ativ Comercial de Veiculos Ltda,,R Celestino Ribeiro Nobrega,26,,Residencial e Comercial Vila Verde,Pindamonhangaba,SP,12412-570,gvendas@ativford.com.br,(12) 3644-4000,Varejo,"Comércio a varejo de automóveis, camionetas e utilitários novos",12/07/1993,Demais,Não optante,Sociedade Empresária Limitada,"R$ 975000,00",
13.897.576/0001-45,Sinergy Projetos Energeticos Ltda,Sinergy Projetos Energeticos,Av Joquei Clube 299,299,Sala 1208,Joquei,Teresina,PI,64049-917,eduardo@sinergyprojetos.com.br,(86) 3230-1351,Engenharia,Serviços de engenharia,01/07/2011,Demais,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
05.505.240/0001-61,"Counsellor - Comercio, Consultoria e Participacoes Ltda",,R Doutor Quirino,734,Sala: 043;,Centro,Campinas,SP,13015-081,luciano@ghelardi.com.br,(19) 3201-8208,Varejo,Comércio varejista de livros,20/12/2002,Demais,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
31.326.570/0001-08,Overcast Comercio de Roupas e Acessorios Ltda,Overcast,Bartolomeu Lourenco de Gusmao,3076,,Boqueirao,Curitiba,PR,81650-050,contato@overcastls.com.br,(41) 99651-8565,Moda e Indústria Têxtil,Comércio varejista de artigos do vestuário e acessórios,24/08/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
12.385.487/0001-57,Oliveira & Melo Servicos Contabeis - Eireli,Oliveira Assessoria Contabil,R 5,199,Quadra16 Lote 12 Sala 02,Cidade Jardim,Anápolis,GO,75080-730,contabilidade@oliveiraassessoriacontabil.com.br,,Serviços Empresariais,Atividades de contabilidade,12/08/2010,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 93700,00",
07.288.903/0001-69,Remix Atacadista e Distribuidor Ltda,Remix,Av Barao de Bonito,823,,Cidade Universitaria,Recife,PE,50740-080,milton@remixdistribuidor.com.br,,Medicina e Saúde,Comércio atacadista de produtos de higiene pessoal,28/03/2005,Demais,Não optante,Sociedade Empresária Limitada,"R$ 50000,00",
00.884.186/0001-99,Feira Imobiliaria Ltda,Exclusiva Corretora de Imoveis,R Campos Eliseos,353,,Barroca,Belo Horizonte,MG,30431-068,contato@exclusivaimoveisbh.com.br,(31) 2551-5180,Imobiliárias,Gestão e administração da propriedade imobiliária,27/10/1995,Micro empresa,Não optante,Sociedade Simples Limitada,"R$ 5000,00",
04.159.720/0001-55,L. T. Wonsiewski & Cia Ltda,Cesar Terraplanagem,R Victor Bramorski,207,,Centro,Guaramirim,SC,89270-000,financeiro@cesarterraplenagem.com.br,(47) 3373-0753,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",13/11/2000,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
04.897.858/0001-51,Goldtel Telecomunicacoes Eireli,Goldtel,St Sds (setor de Diversoes Sul),S/N,Bloco N Loja 17 Terreo,Asa Sul,Brasília,DF,70300-000,comercial@goldtel.com.br,,Materiais de Construção,Comércio varejista de ferragens e ferramentas,22/01/2002,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
10.904.294/0001-30,P2 Estrutural Incorporadora Construtora Comercio e Servicos Ltda,P 2 e,Al Eduardo Prado,838,Conj 86,Campos Elisios,São Paulo,SP,01218-010,david_mordchai@p2e.com.br,,Construção Civil,Incorporação de empreendimentos imobiliários,05/06/2009,Demais,Não optante,Sociedade Empresária Limitada,"R$ 300000,00",
33.119.651/0001-54,Zanetti & Oliveira Odontologia Ltda,Odontocompany,Desembargador Barata,25,,Centro,Curvelo,MG,35790-000,curvelo@odontocompany.com,(31) 98975-4602,Medicina e Saúde,Atividade odontológica,22/03/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 200000,00",
03.807.243/0001-24,Jordano Neves Berg,Berg Forja e Art,Tr Augusto Goddy,120,,Centro,São João Del Rei,MG,36301-002,contato@beni.com.br,(32) 3371-1616,Eventos,"Artes cênicas, espetáculos e atividades complementares ",12/04/2000,Micro empresa,Optante,Empresário Individual,"R$ 10000,00",
04.028.934/0001-92,Wiva Bordados Ltda,,R Maranhao,200,,Cidade Nova,Ivoti,RS,93900-000,wiva@wiva.com.br,(51) 3563-7070,Fábricas e Indústrias,"Fabricação de partes para calçados, de qualquer material",29/08/2000,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,,81
23.063.181/0001-09,La3 Engenharia Eireli,La3 Engenharia,Melquisedeque de Lima,195,,Torre,Recife,PE,50710-410,luis.almeida@la3engenharia.com.br,(81) 3128-0214,Construção Civil,Administração de obras,14/08/2015,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 88000,00",
33.801.341/0001-15,Agencia Invicta de Passagens Ltda,,Av Venezuela,27,Salas 425 e 427,Cais do Porto,Rio de Janeiro,RJ,20081-311,operadora@invictatur.com.br,,Viagem e Turismo,Agências de viagens,20/06/1968,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
26.039.075/0001-70,Inova Esporte e Cultura Ltda,,Jair Pinto de Moura,44,,Vila Nova Teixeira,Campinas,SP,13034-730,contato@inovaesporteecultura.com.br,(19) 4141-5909,Mídia e Entretenimento,"Artes cênicas, espetáculos e atividades complementares ",26/08/2016,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
96.488.176/0001-03,Aldebaran Assessoria Contabil Sociedade Simples Ltda,,R Ilheus,173,,Jardim Satelite,São José dos Campos,SP,12230-770,aldebaran@aldebarancontabil.com.br,(12) 3933-3000,Serviços Empresariais,Atividades de contabilidade,31/08/1994,Micro empresa,Optante,Sociedade Simples Limitada,,
36.323.043/0001-55,C. de J. Freitas Ltda,Midia Fort Comunicacao Visual e Acrilicos,Bento de Godoy Neto,S/n,Quadra3 Lote 8,Parque Real,Caldas Novas,GO,75689-210,rodrigo@midiafortbr.com,(64) 3453-3780,Mídia e Entretenimento,Impressão de material para uso publicitário,11/02/2020,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
00.560.167/0001-07,Galera Sobras Industriais Eireli,,Marques de Itu,345,,Vila Barcelona,Sorocaba,SP,18025-440,atendimento@galerasobrasindustriais.com.br,(15) 3227-3878,Atacado e Distribuição,Comércio atacadista de resíduos e sucatas metálicos,17/04/1995,Demais,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
74.187.980/0001-10,Pedra Azul Ecologia e Desenvolvimento S/a,Fjordland,Rod Angelo Girardi,S/N,": R.do Largato Km 2,2;",Pedra Azul,Domingos Martins,ES,29278-000,fjordland@fjordland.com.br,(27) 3248-0054,Agronegócios,Criação de eqüinos,03/02/1994,Demais,Não optante,Sociedade Anônima Fechada,"R$ 36256215,00",
08.268.667/0001-81,Sarah Campos Consultoria em Viagem Ltda,,R Fox,131,,Jardim Canada,Nova Lima,MG,34000-000,sara@sarahcampos.com.br,(31) 3402-2000,Viagem e Turismo,Agências de viagens,24/08/2006,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
