CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
30.798.603/0001-41,Excelencia Administracao de Condominios e Gestao de Imoveis Ltda,Excellent Propriedades e Facilities,Dr Diogo de Faria,55,Conj 82,Vila Clementino,São Paulo,SP,04037-000,gerencia@excellentpropriedades.com.br,(11) 5539-3590,Construção Civil,Gestão e administração da propriedade imobiliária,27/06/2018,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
10.999.381/0001-18,Laboratorio de Analises Clinicas Biolac Ltda,Lab Life,R Des. Pires de Castro,625,Andar 3 Edif Hospital de Olhos Raimundo Braga,Centro,Teresina,PI,64001-390,contabilidade@laboratoriolablife.com.br,,Medicina e Saúde,Laboratórios clínicos,25/07/1986,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 100000,00",
01.103.377/0001-39,L. Leal Corretora de Seguros Ltda,,R Doutor Gabriel Covelli,1067,,Parque Peruche,São Paulo,SP,02533-000,contato@llealseguros.com.br,,Serviços Financeiros,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",22/02/1996,Micro empresa,Optante,Sociedade Simples Limitada,"R$ 9000,00",
73.062.689/0001-52,Daniel Jose Pinto Ferraz,,R Raul de Carvalho,1059,,Boa Vista,São José do Rio Preto,SP,15025-300,daniel.ferraz@d-tec.com.br,(17) 3233-5339,Medicina e Saúde,Comércio varejista de artigos médicos e ortopédicos,17/11/1993,Micro empresa,Optante,Empresário Individual,,
09.250.619/0001-29,Mvcastro Servicos de Instalacao e Assistencia em Audiovisual Eireli,Mundo Visual Equipamentos Audiovisuais,Visconde de Inhauma,134,Sala: 523;,Centro,Rio de Janeiro,RJ,20091-007,atendimento@mundovisual.net,(21) 2516-0597,Serviços ao Consumidor,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos ,22/10/2007,Micro empresa,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95400,00",
59.162.677/0001-79,Rodolfo & Monica Confeccoes Ltda,Palank,R Alfredo Pujol,157,,Santana,São Paulo,SP,02017-000,mkt@palank.com.br,(11) 5083-9909,Moda e Indústria Têxtil,Comércio varejista de artigos do vestuário e acessórios,03/08/1988,Demais,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
07.090.662/0001-49,Rcc Refrigeracao e Climatizacao Cecconi Ltda,,Est do Campo Limpo,354,Conj 101,Vila Prel,São Paulo,SP,05777-000,contato@acessoriosepecas.com.br,,Varejo,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",12/11/2004,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 8000,00",
27.850.911/0001-64,3d Urbano Desenvolvimento Imobiliario Ltda,Vista Desenvolvimento Imobiliario,Tabapua,111,Conj 81,Itaim Bibi,São Paulo,SP,04533-010,gustavo.mutarelli@vistadi.com.br,(11) 3078-4033,Construção Civil,"Obras de urbanização - ruas, praças e calçadas",30/05/2017,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 30000,00",
15.475.541/0001-43,Metalferr Industrial Ltda,Metalferr Engrenagens,Joao Sotter Correa,1081,Fundos,Amizade,Guaramirim,SC,89270-000,contato@metalferr.com,(47) 3371-1834,Serviços Empresariais,"Serviços de usinagem, torneiria e solda",04/05/2012,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 75000,00",
14.653.079/0001-64,Home Solution Audio Video e Automacao Ltda,,Srv Kairos,250,,Lagoa da Conceicao,Florianópolis,SC,88062-510,contato@homesolution.com.br,(48) 3204-7828,Eletro-eletrônica,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,21/11/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 15000,00",
68.738.053/0001-48,Meinberg & Meinberg Servicos e Consultoria Ltda,,Senador Otavio Mangabeira,585,,Jardim Morumbi,São Paulo,SP,05662-000,cida@meinberg.biz,(11) 3168-3177,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",27/01/1993,Demais,Não optante,Sociedade Empresária Limitada,"R$ 570666,00",
04.761.782/0001-32,Biei Park Ltda.,,Av Portugal,1629,Conj 102,Brooklin,São Paulo,SP,04559-003,dayana@bieipark.com.br,,Serviços ao Consumidor,Estacionamento de veículos,12/11/2001,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
36.046.182/0001-89,Xavier Informacoes Cadastrais Eireli,Finnacenter,Xv de Novembro,159,Sala 01,Centro,Leme,SP,13610-030,comercial@finnacenter.com.br,(19) 3772-9717,Serviços Empresariais,Atividades de cobrança e informações cadastrais,17/01/2020,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 105000,00",
53.563.052/0001-32,Iglu Comercio e Manutencao de Radiadores Ltda,,Av Maria Campos,622,,Jardim Agu,Osasco,SP,06010-065,marcos.vendas@igluradiadores.com.br,(11) 3682-1849,Veículos e Auto Peças,Comércio a varejo de peças e acessórios novos para veículos automotores,19/06/1984,Micro empresa,Excluído,Sociedade Empresária Limitada,,
06.998.393/0001-50,Ferreira Mattos Veiculos Ltda,Autonorte Veiculos,R Academico Nilo Figueiredo,1670,,Lundcea,Lagoa Santa,MG,33400-000,leo@autonorteveiculos.com.br,(31) 3689-4455,Veículos e Auto Peças,"Comércio a varejo de automóveis, camionetas e utilitários usados",24/09/2004,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 50000,00",
60.252.632/0001-74,Mundial Imoveis Ltda,,Av Antonio Diederichsen,941,,Jardim America,Ribeirâo Preto,SP,14020-240,contato@mundialimoveis.com.br,(16) 3514-4000,Construção Civil,Corretagem no aluguel de imóveis,15/05/1990,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
34.055.038/0001-83,Legio Mariae (legiao de Maria) - Senatus do Rio de Janeiro,,R Benjamin Constant,23,Sala 523,Gloria,Rio de Janeiro,RJ,20241-150,senatus@legiaodemaria.org.br,(21) 2224-1873,Instituições Religiosas,Atividades de organizações religiosas ou filosóficas,12/05/1970,Demais,Não optante,Organização Religiosa,,
14.559.179/0001-26,Acrimex - Consultoria e Servicos Aduaneiros Ltda,,Terracota,185,Sala 1403,Ceramica,Sao Caetano do Sul,SP,09531-190,antonio.rodrigues@acrimex.com.br,(11) 5093-4248,Transporte e Logística,Comissaria de despachos,13/10/2011,Demais,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
33.507.640/0001-41,Goulart Desenvolvimento e Suporte Ltda,Stacktogo,Vereador Nagib Jabor,452,Apt 806,Capoeiras,Florianopolis,SC,88090-100,augusto@goulart.me,(32) 99831-4288,Eletro-eletrônica,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",02/05/2019,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
01.518.467/0001-90,Avix Produtos Graficos Ltda,,Pc Professor Sergio Bonganhi,120,Sala 107,Terras de Piracicaba,Piracicaba,SP,13403-846,fernando@avix.com.br,(19) 3427-2438,Serviços Empresariais,Preparação de documentos e serviços especializados de apoio administrativo ,15/10/1996,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 60000,00",
03.266.173/0001-44,Induplast Industria e Comercio de Plasticos Urussanga Ltda,Induplast,"Rod Genezio Mazon Km 18,3",5801,,Sao Pedro,Urussanga,SC,88840-000,contato@induplast.com.br,(48) 3465-4364,Fábricas e Indústrias,Fabricação de embalagens de material plástico,02/07/1999,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 300000,00",30
29.790.670/0001-30,Mana Tapetes e Decoracao Eireli,Mana,Refugio da Serra,132,,Refugio da Serra,Itapecerica da Serra,SP,06871-220,comercial@manatapetes.com.br,(11) 4114-3226,Varejo,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",27/02/2018,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 150000,00",
07.089.203/0001-45,Eleve Assistencia Tecnica e Comercio em Elevadores Ltda,Eleve Solucoes em Elevadores,R Professor Romulo Almeida,38,Edif: Executive Center; Loja: C;,Acupe de Brotas,Salvador,BA,40290-030,financeiro@eleveonline.com.br,(71) 3334-8888,Serviços Empresariais,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",16/11/2004,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 64000,00",15
01.122.160/0001-76,Balaio da Criacao Publicidade e Propaganda Eireli,Balaio da Criacao,Scn Quadra 1 Bloco G,Sn,Edif R Esplanada Businesssala 911,Asa Norte,Brasília,DF,70711-070,balaio@balaiodacriacao.com.br,(61) 3046-8284,Serviços Empresariais,Agências de publicidade,02/04/1996,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
09.276.592/0001-43,Construvix Administracao Imobiliaria Ltda,Rci Empreendimentos Imobiliarios,Av Santa Leopoldina,41,Loja: 01;,Praia de Itaparica,Vila Velha,ES,29102-041,sac@imobiliariarci.com.br,(27) 3389-4572,Imobiliárias,Gestão e administração da propriedade imobiliária,20/12/2007,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 100000,00",
80.724.537/0001-33,Kaffa Brasil Industria de Confeccoes Ltda,,Rua Conselheiro Mafra,321,,Centro,Caçador,SC,89500-130,kaffabrasil@kaffabrasil.com.br,(49) 99914-7154,Moda e Indústria Têxtil,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",14/07/1988,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 132920,00",15
53.721.320/0001-05,Romanaplast Industria e Comercio Eireli,,R Pc Diamantina,400,,Parque do Governador,Ribeirão Pires,SP,09412-110,derci@romanaplast.com.br,(11) 4827-7067,Veículos e Auto Peças,Fabricação de outras peças e acessórios para veículos automotores ,22/06/1990,Demais,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
06.855.971/0001-08,Kern Servicos Tecnicos Ltda,Kern,Santos Dumont,1883,Edif Aero Espaco Empresarial Sala 520,Centro,Lauro de Freitas,BA,42702-400,servicos@kernengenharia.com.br,(71) 98791-1083,Engenharia,Serviços de desenho técnico relacionados à arquitetura e engenharia,09/07/2004,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 400000,00",
32.608.251/0001-40,Sabrina Bernardes Arquitetura Eireli,,Angelo Perilo,191,,Centro,Lagoa da Prata,MG,35590-000,sabrina@sabrinabernardes.com.br,(37) 3261-4881,Arquitetura,Serviços de arquitetura,30/01/2019,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
77.360.733/0001-61,Associacao Comercial e Empresarial de Colorado,Acic,Av Parana,415,,Centro,Colorado,PR,86690-000,registrobr@aciccolorado.com.br,(44) 3323-3191,Sem Fins Lucrativos,Atividades de associações de defesa de direitos sociais,17/05/1978,Demais,Não optante,Associação Privada,,
22.240.053/0001-12,D & W Participacoes Ltda,D & W Nutri,Bruno Cilibert,74,,Vila Rica,São Paulo,SP,03912-030,contato@dwnutri.com.br,(11) 2918-3875,Varejo,Cantinas - serviços de alimentação privativos,13/04/2015,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
15.077.964/0001-05,Agencia Inpulso de Design Ltda,,Cinco,243,Sala 1,Jardim Donangea,Rio Claro,SP,13500-040,atendimento@agenciainpulso.com.br,(19) 3524-4511,Serviços Empresariais,Agências de publicidade,12/01/2012,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 6000,00",
65.812.950/0001-66,Om - Distribuidora de Pecas Automotivas Ltda,Om Distribuidora de Pecas Eletricas,R Cap.francisco R.garcia,363,,Centro,Assis,SP,19807-155,vendas10@omdistribuidora.com.br,(18) 3322-5823,Varejo,Comércio por atacado de peças e acessórios novos para veículos automotores,24/04/1991,Demais,Excluído,Sociedade Empresária Limitada,"R$ 200000,00",
08.028.892/0001-40,Wertheim Imoveis S/s Ltda,,Tabapua,627,10 Andar - Conjunto 103,Itaim Bibi,São Paulo,SP,04533-012,jackson@lucianowertheim.com.br,(11) 3165-3400,Construção Civil,Corretagem na compra e venda e avaliação de imóveis,21/10/2005,Empresa de pequeno porte,Optante,Sociedade Simples Limitada,"R$ 1000,00",
02.868.441/0001-35,Editora Terceiro Nome Ltda,,R Professor Laerte Ramos de Carvalho,159,,Bela Vista,São Paulo,SP,01325-030,lou@terceironome.com.br,(11) 3816-0333,Mídia e Entretenimento,Edição integrada à impressão de livros,27/07/1998,Demais,Não optante,Sociedade Empresária Limitada,"R$ 3000,00",
47.356.001/0001-37,Takashi Shintani & Cia. Ltda.,,Av Fco Ferreira Lopes,1416,,Vl Lavinia,Mogi das Cruzes,SP,08735-200,shintani@shintani.com.br,(11) 4723-4844,Fábricas e Indústrias,"Fabricação de outras máquinas e equipamentos de uso geral , peças e acessórios",05/12/1975,Demais,Não optante,Sociedade Empresária Limitada,"R$ 210000,00",
25.681.529/0001-49,Dvl - Distribuidora Via Lactea Ltda,Dvl - Distribuidora,Av Doutor Angelo Teixeira da Costa,888,,Frimisa,Santa Luzia,MG,33045-170,recrutamento@dvl.com.br,,Alimentos e Bebidas,Comércio atacadista de produtos alimentícios em geral,07/03/1989,Demais,Não optante,Sociedade Empresária Limitada,"R$ 801000,00",
10.890.603/0001-60,Livraria e Papelaria Serviconta Ltda,Livraria Serviconta,Fernando Silva,31,A,Centro,Floriano,PI,64800-002,serviconta@florianonet.com.br,(89) 3521-3821,Varejo,Comércio varejista de artigos de papelaria,08/06/2009,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
08.927.044/0001-73,Marcia Helena Pinheiro Ramos,Ramos Video Produtora,Av Rio Claro,257,,Ibirapuera,Barretos,SP,14784-182,contato@ramosvideoprodutora.com.br,(17) 3322-8348,Mídia e Entretenimento,"Atividades de produção cinematográfica, de vídeos e de programas de televisão ",29/05/2007,Micro empresa,Optante,Empresário Individual,"R$ 50000,00",
82.445.644/0001-58,Artis Matriz Industria de Matrizes Ltda,Artis Matriz Moldes e Plasticos,R Ema Taner de Andrade,995,Est de Bateias,Loteam Ferrari,Campo Largo,PR,83606-360,artismatriz@artismatriz.com.br,(41) 3392-1706,Fábricas e Indústrias,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",12/03/1991,Demais,Não optante,Sociedade Empresária Limitada,"R$ 1662300,00",55
24.924.997/0001-34,Emporio Agrorico Eireli,Emporio Agrorico,Av Sao Vicente de Paulo,441,,Parque Iracema,Catanduva,SP,15809-145,rico@emporioagrorico.com.br,,Medicina Veterinária,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,02/06/2016,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
11.392.796/0001-91,Pcv Transportes Ltda,Pcv Transportes,Est Joao de Oliveira Remiao,1016,,Agronomia,Porto Alegre,RS,91787-750,contato@aluguevanrs.com.br,(51) 3319-5269,Transporte e Logística,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",09/12/2009,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 280000,00",
19.452.337/0001-68,Avenue Comercio Servicos e Assistencia Tecnica Eireli,Avenue,das Americas,12900,Bloco 1 Sala 601 C,Recreio dos Bandeirantes,Rio de Janeiro,RJ,22790-702,avenue@avenuebr.com.br,(21) 2301-1012,Construção Civil,Construção de edifícios,26/12/2013,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 550000,00",
00.634.036/0001-27,Akz Montagem e Comercio Eireli,Akz,R Maria Rodrigues Ferreira,249,,Jardim Sumarezinho,Hortolândia,SP,13185-005,vendas@carrinhosbrasil.com.br,(19) 3232-2013,Varejo,Comércio varejista de ferragens e ferramentas,30/05/1995,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 93700,00",
11.489.642/0001-12,Float Health Publicidade Eireli,,R Pais Leme,215,Conj 1219,Pinheiros,São Paulo,SP,05424-150,contato@floatbrasil.com.br,,Serviços Empresariais,Agências de publicidade,14/01/2010,Demais,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
05.705.000/0001-00,Marques Contabilidade e Assessoria Ltda,,Industrial Jose Beduschi,38,Sala A,Centro,Gaspar,SC,89110-001,marques@tpa.com.br,,Serviços Empresariais,Atividades de contabilidade,22/05/2003,Micro empresa,Excluído,Sociedade Empresária Limitada,,
00.374.790/0001-75,Gravacoes Jornalisticas Pendulo Ltda,Expectv,R Guaruja,214,,Itaum,Joinville,SC,89210-300,geraldo@expectv.com.br,,Informática,Outras atividades de prestação de serviços de informação ,27/12/1994,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
91.481.432/0001-17,Imunosul Distribuidora de Vacinas e Produtos Medicos Hospitalares Eireli,,R Silva Jardim,408,,Mont Serrat,Porto Alegre,RS,90450-070,administrativo@imunosul.com.br,(51) 3061-4004,Medicina e Saúde,Comércio atacadista de medicamentos e drogas de uso humano,18/02/1987,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 1238097,00",
05.573.617/0001-10,L.i.p. - Laboratorio de Investigacoes Patologicas Ltda,Laboratorio Lip,R Doutor Augusto Viana,83,Andar 1,Canela,Salvador,BA,40110-060,contato@laboratoriolip.com.br,,Medicina e Saúde,Laboratórios clínicos,21/03/2003,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 30000,00",
59.291.732/0001-20,"Studio R8 Producoes, Comunicacao e Eventos Ltda",R8 Studio Producoes e Eventos,R Ibicarai,38,,Vila Gustavo,São Paulo,SP,02270-080,contato.eduardo@r8studio.com.br,,Varejo,Comércio varejista de outros produtos ,19/07/1988,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
02.278.437/0001-17,Pomerplast Ind. e Com. de Plasticos Ltda.,,R Rua Presidente Costa e Silva,1221,,Testo Rega,Pomerode,SC,89107-000,contato@pomerplast.com.br,(47) 3387-7900,Fábricas e Indústrias,Fabricação de embalagens de material plástico,08/12/1997,Demais,Não optante,Sociedade Empresária Limitada,,
85.074.623/0001-61,Dj Industria e Comercio de Moveis Ltda,Dj Moveis,R Juruti Vermelha,210,290,Pq Industrial V,Arapongas,PR,86702-280,isabela.molina@djmoveis.com.br,(43) 3172-7777,Fábricas e Indústrias,Fabricação de móveis com predominância de madeira,30/06/1992,Demais,Não optante,Sociedade Empresária Limitada,,210
04.075.582/0001-26,Ilha das Flores Paisagismo Ltda,,R Santa Izabel,96,,Vila Augusta,Guarulhos,SP,07023-022,ilhadasflores@ilhadasflorespaisagismo.com.br,(11) 2442-8989,Varejo,Comércio varejista de plantas e flores naturais,03/10/2000,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
23.507.123/0001-19,Infinite Medicina e Qualidade de Vida Ltda,Infinite,Guilherme Dancker,34,,Centro,Jaragua do Sul,SC,89251-460,administrativo@infiniteclinica.com.br,(47) 3375-0651,Hospitais e Clínicas Médicas,Atividade médica ambulatorial restrita a consultas,20/10/2015,Demais,Não optante,Sociedade Empresária Limitada,"R$ 50000,00",
32.047.314/0001-36,L S Costa Contabilidade,Liber Patrimonii - Solucoes Contabeis e Tributarias,Barao do Cotegipe,295,Andar 2 Sala 201,Centro,Senhor do Bonfim,BA,48970-000,lucas@liberpatrimonii.com,(71) 99232-5121,Contabilidade,Atividades de contabilidade,19/11/2018,Micro empresa,Optante,Empresário Individual,"R$ 1000,00",
