CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
02.468.416/0001-64,S.m.c. Informatica Ltda,S.m.c. Informatica,Av Siqueira Campos,292,Apt 32 Bloco A,Boqueirao,Santos,SP,11045-200,sergioaugusto@jtpsolution.com.br,(13) 2202-3678,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,16/03/1998,Micro empresa,Não optante,Sociedade Simples Limitada,"R$ 2000,00",
34.488.757/0001-98,Neorisk Desenvolvimento de Sistemas Ltda,Neorisk,Jose Maria Lisboa,377,Apt 11,Jardim Paulista,São Paulo,SP,01423-001,gabriel@neorisk.com.br,(11) 98215-2880,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,09/08/2019,Demais,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
32.517.018/0001-51,Birdy Studio e Tecnologia da Informacao Eireli,Birdy Studio,Profa Maria Francisca de Castilho,8,Sala 2,Tatuape,São Paulo,SP,03316-060,caco.melillo@birdy.studio,(11) 97244-7812,Informática,Desenvolvimento de programas de computador sob encomenda,22/01/2019,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 120000,00",
29.752.867/0001-85,Stalebu Connections Consultoria em Tecnologia da Informacao Ltda,Stalebu,Alfredo Mendes da Silva,395,Apt 33,Jardim Jussara,São Paulo,SP,05525-000,stanley@stalebu.com.br,(11) 98684-0994,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,22/02/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
01.121.632/0001-76,Magnetica Sistemas de Informacao Ltda,,Av Otto Niemeyer,33,Casa 04,Tristeza,Porto Alegre,RS,91910-000,contato@accountcontabilidade.com.br,(51) 3231-5718,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,28/03/1996,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 4000,00",
03.790.610/0001-24,Nob - Net On Brazil Ltda,,R Pedro Goncalves,21,Sala: 3; Letra: B;,Jardim Pedro Goncalves,Taboão da Serra,SP,06760-000,vendas@hairsystem.com.br,(11) 4135-3114,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,05/04/2000,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 4000,00",
08.663.949/0001-83,Sunny Soft Solucoes Tecnologicas Ltda,Sunny Soft,R Jose Augusto de Carvalho,541,Sala 02,Centro,Andradina,SP,16900-013,brunohenrique@sunnysoft.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,16/02/2007,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95400,00",
02.369.939/0001-53,Advice Informatica Ltda,Advice Compliance Solutions,Av Paulista,925,Andar 8 Conj 81/82 Cond Ed Banco Mercant Br,Bela Vista,São Paulo,SP,01311-100,agiovanelli@advicetech.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,17/02/1998,Demais,Não optante,Sociedade Empresária Limitada,"R$ 50000,00",
06.937.468/0001-93,2easy Solucoes em Informatica Ltda.,,das Nacoes Unidas,13797,Andar 13 Bloco Ii,Vila Gertrudes,São Paulo,SP,04794-000,julio.godoy@2easy.com.br,(11) 4118-2444,Informática,Desenvolvimento de programas de computador sob encomenda,05/07/2004,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 200000,00",
39.847.728/0001-99,Mxm Sistemas e Servicos de Informatica S/a,,Av Rio Branco,00103,Grp 1501 Grp 1401,Centro,Rio de Janeiro,RJ,20040-908,rh@mxm.com.br,(21) 3233-2300,Informática,Desenvolvimento de programas de computador sob encomenda,22/07/1993,Demais,Não optante,Sociedade Anônima Fechada,"R$ 2666000,00",250
07.820.980/0001-18,Third Angel Systems Automacao Comercial Ltda,Angelsystech Sistemas,R da Constituinte,88,Loja;,Ceu Azul,Belo Horizonte,MG,31585-180,angelsystech@angelsystech.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,03/02/2006,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 5000,00",
03.838.127/0001-72,Tir Projetos e Sistemas de Informatica Ltda,,R Professor Jose Horacio Meirelles Teixeira,850,Apt: 82;,Vila Suzana,São Paulo,SP,05630-130,gilvansexpress@gilvansexpress.com.br,(11) 3978-6881,Informática,Desenvolvimento de programas de computador sob encomenda,26/05/2000,Demais,Não optante,Sociedade Empresária Limitada,"R$ 600,00",
05.618.647/0001-03,Daniel Mirapalheta Ltda,Neodata Desenvolvimento e Consultoria em Ti,Anita Garibaldi,2120,Apt 1219,Boa Vista,Porto Alegre,RS,90480-200,contato@neodatati.com.br,(51) 98182-2220,Informática,Desenvolvimento de programas de computador sob encomenda,15/04/2003,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 1000,00",
08.413.141/0001-48,Neorion Internet Ltda,,R Miguel Firmino de Oliveira,218,,Parque Bristol,São Paulo,SP,04191-010,hugo@neorion.com.br,(11) 3042-1003,Informática,Desenvolvimento de programas de computador sob encomenda,20/10/2006,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
05.339.132/0001-66,Mr Consultoria e Sistemas Ltda,Mr Consultoria e Sistemas,Fernando de Mori,40/46,: 1 Andar Sala 103;,Vila Rica,Cachoeiro de Itapemirim,ES,29301-305,roubledo@mrsistemas.com,(28) 3526-7160,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,11/10/2002,Micro empresa,Optante,Sociedade Empresária Limitada,,
16.563.362/0001-20,Ribeiro e Pinheiro Desenvolvimento de Sistemas Ltda,Tuning Sistemas,Doutor Maximiliano Baruto,732,,Jardim Universitario,Araras,SP,13607-339,adm@tuningsistemas.com.br,(19) 3352-0211,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,11/07/2012,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 15000,00",
20.072.255/0001-77,Data Lider Ltda,Data Lider,R Monsenhor Pedrinha,631,Apt: 202;,Araca,Linhares,ES,29901-443,contato@datalider.com.br,(27) 3151-3690,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,25/03/2014,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 15000,00",
03.369.416/0001-70,"Hyperativa Comunicacao, Consultoria e Internet Ltda",,R Doutor Alfredo de Castro,200,Conj 1901,Barra Funda,São Paulo,SP,01155-060,leonardo.cavazzana@hyperativa.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,05/08/1999,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 5000,00",
10.333.069/0001-90,Satara - Sistemas de Informacao Ltda,,R Duque Estrada,46,Apt 803,Gavea,Rio de Janeiro,RJ,22451-090,contato@verogestores.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,03/09/2008,Micro empresa,Optante,Sociedade Simples Limitada,"R$ 4500,00",
04.705.234/0001-95,Syslink Informatica Ltda,,R Jose Maria de Magalhaes,197,,Centro,Coronel Fabriciano,MG,35170-042,leandro@syslink.com.br,(31) 3842-8682,Informática,Desenvolvimento de programas de computador sob encomenda,04/10/2001,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
08.430.939/0001-06,Woit Tecnologia de Informacao Ltda,,Rod Sc 401,600,Km 01 - Parqtec Alfa,Joao Paulo,Florianópolis,SC,88030-000,contato@intellims.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,14/11/2006,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 25000,00",
29.879.535/0001-66,A.s. Pavani Catanduva Ltda,,Ilheus,808,,Sao Francisco,Catanduva,SP,15806-305,pavani@digitalvikn.com.br,(17) 99626-9096,Informática,Desenvolvimento de programas de computador sob encomenda,08/03/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
09.456.397/0001-03,G. G. A. Sistemas de Informacao Ltda,Minasoft Sistemas,R Alameda das Casuarinas,565,,Cidade Jardim,Ubá,MG,36500-000,gilberto@minasoftsistemas.com.br,(32) 3528-0063,Informática,Desenvolvimento de programas de computador sob encomenda,28/03/2008,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 30000,00",
13.601.963/0001-92,Ffit Servicos de Inovacao e Tecnologia Ltda,Ffit,R Barbosa de Freitas,1741,,Aldeota,Fortaleza,CE,60170-021,selecao@ffit.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,05/05/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
00.665.721/0001-10,R.e. Sistemas Solucoes em Informatica Eireli,,Antonio de Salema,194,Sala 11a,Jardim do Mar,São Bernardo do Campo,SP,09726-350,resistemas@resistemas.com.br,(11) 2786-7555,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,09/06/1995,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 80000,00",
09.227.727/0001-80,Softv Tecnologia da Informacao Ltda.,Areba,Av Independencia,800,Apto. 102,Vila Olivo,Valinhos,SP,13276-030,personalfit@personalfit.com.br,(19) 3869-3457,Informática,Desenvolvimento de programas de computador sob encomenda,24/10/2007,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
00.146.429/0001-91,Servisoft Informatica Servicos Com e Importacao Ltda,Servisoft Informatica,R Prof Manoel Coutinho,135,,dos Estados,João Pessoa,PB,58030-222,ari@extremooriental.com.br,(83) 3225-7000,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,15/08/1994,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
11.291.607/0001-94,Devari Tecnologia Ltda,Devari,Santos Dumont,1343,Sala 304,Aldeota,Fortaleza,CE,60150-161,contato@devari.com.br,(85) 99991-0680,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,06/11/2009,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
66.063.892/0001-88,Oxxion Informatica Ltda,,R Joao Serrano,157,Cjs. 04/05,Limao,São Paulo,SP,02551-060,sergio@oxxion.com.br,(11) 3858-7273,Informática,Desenvolvimento de programas de computador sob encomenda,14/10/1991,Micro empresa,Optante,Sociedade Empresária Limitada,,
31.045.707/0001-48,Idk Digital Servicos em Tecnologia Ltda,Idk Digital,Visconde de Cabo Frio,00053,Apt 606,Tijuca,Rio de Janeiro,RJ,20510-160,leo@idk.digital,(21) 2254-7112,Informática,Desenvolvimento de programas de computador sob encomenda,27/07/2018,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 30000,00",
33.804.082/0001-86,Novir Desenvolvimento de Software Ltda,Novir,do Sol,300,Lt Pq Morada do Sol,Aleixo,Manaus,AM,69060-084,ubaldino@novir.com.br,(92) 98247-1616,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,03/06/2019,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
15.057.043/0001-80,Sendars Informatica Ltda,Senda-rs,R America,645,Sala 02,Canudos,Novo Hamburgo,RS,93542-080,andre@sendars.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,14/02/2012,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
30.676.946/0001-33,Revrb Brasil Ltda.,Revrb,Con Eugenio Leite,767,,Pinheiros,São Paulo,SP,05414-012,thiago@revrbmedia.com,(11) 2244-8747,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,12/06/2018,Demais,Não optante,Sociedade Empresária Limitada,"R$ 50000,00",
07.933.381/0001-00,"Kennen Consultoria, Sistemas de Informacao Eireli",Kennen Consultoria e Sistemas de Informacoes Ltda,R Teodoro Sampaio,2393,Conj 112,Pinheiros,São Paulo,SP,05405-250,cicero@kennen.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,10/03/2006,Demais,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
07.465.490/0001-40,Vision-box do Brasil Solucoes de Visao Por Computador Ltda,Vision-box Brasil,Paulista,2064,Andar 14,Bela Vista,São Paulo,SP,01310-200,financeiro.br@vision-box.com,(11) 3149-2064,Informática,Desenvolvimento de programas de computador sob encomenda,24/06/2005,Demais,Não optante,Sociedade Empresária Limitada,"R$ 1846250,00",
10.198.127/0001-10,Pantheon Tecnologias do Brasil Ltda.,Pantheon do Brasil,Francisco Rocha,198,,Batel,Curitiba,PR,80420-130,nelly.cangucu@pantheon-inc.com,(41) 98838-8355,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,25/06/2008,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 425468,00",
56.506.777/0001-87,Ciber Informatica Ltda,,Av General Ataliba Leonel,93,,Santana,São Paulo,SP,02033-000,faleconosco@imanut.com.br,(11) 99984-8320,Informática,Desenvolvimento de programas de computador sob encomenda,06/10/1986,Micro empresa,Não optante,Sociedade Empresária Limitada,,
05.974.694/0001-81,Vezell Brasil Informatica e Telecomunicacoes Ltda,,R Joao Bezerra de Sousa,337,Casa B,Cidade Lider,São Paulo,SP,08280-050,anderson.silva@vezell.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,18/09/2003,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
35.450.226/0001-79,Sassagawa Desenhos Tecnicos Eireli,Sassagawa Desenhos Tecnicos,Cons Moreira de Barros,2399,Apt 86,Lauzane Paulista,São Paulo,SP,02430-001,lucia.sassagawa@poyry.com,(11) 2249-5952,Serviços Empresariais,Serviços de desenho técnico relacionados à arquitetura e engenharia,07/11/2019,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 99800,00",
21.048.042/0001-72,Justica Facil Informacoes Processuais Ltda,Justica Facil,Dezoito de Novembro,273,Conj 502,Navegantes,Porto Alegre,RS,90240-040,financeiro@justicafacil.com.br,(51) 3225-2836,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,16/09/2014,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 10000,00",
11.258.607/0001-92,Portabilis Tecnologia Ltda,,R Vitoria,538,Edif Dionisio Pavei,Centro,Içará,SC,88820-000,educarmais@educarmais.com.br,(48) 3055-3001,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,27/10/2009,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
07.719.976/0001-68,Formacenter Desenvolvimento de Software Ltda,Formacenter Desenvolvimento de Software,Vl Loca 19,162,,Porto das Dunas,Aquiraz,CE,61700-000,info@formacenter.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,24/11/2005,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 115000,00",
03.466.031/0001-20,Maximize Servicos de Internet Ltda,Maximize,Av Jornalista Miercio Jorge,13,Edif Ed.zirconio Sala 408 Pavmto4,Jardim Renascenca,Sao Luis,MA,65075-675,contato@maximize.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,14/10/1999,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
01.701.089/0001-86,Nucleo de Desenvolvimento de Engenharia e Software Ltda,Nd-engenharia & Software,R Tiburcio Cavalcante,2608,,Dionisio Torres,Fortaleza,CE,60125-101,suporte@nd.com.br,(85) 3392-4342,Informática,Desenvolvimento de programas de computador sob encomenda,07/02/1997,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
15.767.639/0001-74,Zig Digital Ltda,Zig Digital,R C 180,81,Quadra 620 Lote 10,Setor Nova Suica,Goiânia,GO,74280-090,ricardo@agenciazig.com.br,(62) 3922-7282,Informática,Desenvolvimento de programas de computador sob encomenda,22/06/2012,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 4000,00",11-50
21.692.672/0001-85,Link3 Sistemas de Automacao Ltda,Link3 Tecnologia,Prefeito Joao Amarante,50,,Centro,Itaporanga D'ajuda,SE,49120-000,info@link3.com.br,(71) 2102-6000,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,16/01/2015,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 200000,00",
09.179.444/0001-00,Centro America Frotas Ltda,Centro America Frotas,Prainha (lot Consil),9,Sala B Quadra02 Lote 09,Alvorada,Cuiaba,MT,78048-436,administracao@centroamericafrotas.com.br,(65) 99972-0368,Informática,Desenvolvimento de programas de computador sob encomenda,01/11/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
01.382.554/0001-63,Tecnobyte Servicos de Informatica Ltda,Tecnobyte,Pc Padre Mario Fontana,94,Apto 102 Bloco B,Parque da Mooca,São Paulo,SP,03127-030,contato@veterinariapromove.com.br,(21) 2246-3559,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,14/08/1996,Micro empresa,Optante,Sociedade Empresária Limitada,,
00.014.061/0001-08,Esferas Software Desenvolvimento Consultoria e Servicos Ltda,Esferas Software,R Gomes de Carvalho,892,Andar 4 Sala 43,Vila Olimpia,São Paulo,SP,04547-003,esferas@esferas.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,08/06/1994,Demais,Não optante,Sociedade Empresária Limitada,"R$ 5000,00",
05.681.389/0001-00,Destech Desenvolvimento e Tecnologia Ltda Me,Destech Desenvolvimento e Tecnologia,Dom Afonso Henrique,940,,Parque Estoril,Sao Jose do Rio Preto,SP,15085-030,massi@destech.com.br,(17) 98148-0042,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,26/05/2003,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
11.626.937/0001-93,Ei Solucoes Inteligentes - Consultoria em Gestao de Informacoes Ltda,Ei Solucoes Inteligentes,R Doutor Arthur Jorge,622,Sala 02,Centro,Campo Grande,MS,79002-450,contato@eisolucoesinteligentes.com.br,(67) 3044-6279,Informática,Desenvolvimento de programas de computador sob encomenda,26/02/2010,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 300000,00",
08.677.369/0001-45,Centro de Solucoes Tecnologicas e Empresariais Fabriq Ltda,Centro de Solucoes Tecnologicas e Empresariais Fabriq,do Comercio,647,Andar 1 Andar 2,Parque Dez de Novembro,Manaus,AM,69055-000,naruna@fabriq.com.br,(92) 3213-8309,Informática,Desenvolvimento de programas de computador sob encomenda,26/01/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 430000,00",
28.449.150/0001-04,Equipe Trader Desenvolvimento de Sistemas Ltda.,Equipe Trader Technology,Ayrton Senna da Silva,200,Sala 302,Gleba Fazenda Palhano,Londrina,PR,86050-460,elias@equipetrader.com.br,(43) 3026-4780,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,18/08/2017,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 12000,00",
08.967.207/0001-41,Infisc Inteligencia em Tecnologia Ltda,Infisc - Inteligencia Fiscal,R Julio de Castilhos,2579,Sala 507 e 508,Centro,Taquara,RS,95600-000,suporte@infisc.com.br,(51) 3541-8054,Informática,Desenvolvimento de programas de computador sob encomenda,24/07/2007,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 101800,00",11-50
02.750.849/0001-08,Kepler Sistemas Ltda,,R Xv de Novembro,452,,Centro,São Miguel do Oeste,SC,89900-000,rogerio@kepler.inf.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,01/09/1998,Micro empresa,Excluído,Sociedade Empresária Limitada,,
